Part_Number,Alt_Code,Supplier_Code,Manufacturer,Product_Type,Description,Micron,Media,Max_Temp_F,Max_PSI,Flow_Rate,Efficiency,Application,Industry,In_Stock,Qty_On_Hand,Price
AB1NRL7PH4,QU24890,AB1NRL7PH4,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,"Fine clarification, gel removal, Food & Beverage",,No,0,0
7EC4882211F,QM04845,7EC4882211F,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC4883294F6L,QM04060,7EC4883294F6L,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC4883295F6L,QM04065,7EC4883295F6L,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC48891139JH1,QM05075,7EC48891139JH1,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,394.65
7EC48891147K,7EC48891147K,7EC48891147K,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,7834.06
7EC48891257T316L,QM05085,7EC48891257T316L,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC48891316M,QM07460,7EC48891316M,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC48891319J1.20,QM04895,7EC48891319J120,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0.0,0.0
7EC48891319J3.00,QM04890,7EC48891319J300,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0.0,0.0
7EC48891319M075,7EC48891319M075,7EC48891319M075,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,1046.25
7EC48891319M3.0,QM04900,7EC48891319M300,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0.0,0.0
7EC48891319R075,7EC48891319R075,7EC48891319R075,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,1046.25
7EC48891319R3.0,QM04905,7EC48891319R300,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0.0,0.0
7EC48891342T,7EC48891342T,7EC48891342T,Pall Corporation,Filter Element,Strainer Screen,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,726.21
7EC48891343T,7EC48891343T,7EC48891343T,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,821.68
7EC48891352K,7EC48891352K,7EC48891352K,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,1607.25
7EC4889832T,QP12006,7EC4889832T,Pall Corporation,Filter Element,Strainer Basket,,Various,180.0,75.0,15 GPM,Various,,,No,0,68943.89
7EC4889850,QM05090,7EC4889850,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC4889938R,QM05040,7EC4889938R,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC489596FH150,QM05100,7EC489596FH150,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,23207.8
7EC4881-1122E,7EC48811122E,QM04320,Pall Trincor,Filter Element,Filter Element,,Various,180.0,150.0,10 GPM,,Pall Filtration,,No,0.0,0.0
7EC48811007H,QM04170,7EC48811007H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,2208
7EC48811048E,QM04163,7EC48811048E,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC48811059E,QM04200,7EC48811059E,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC4881117FU,QM04388,7EC4881117FU,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC48811186H,QM04390,7EC48811186H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC48811239F,QM04410,7EC48811239F,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,0
7EC48811347D,7EC48811347D,7EC48811347D,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,339.15
7EC48811423H,7EC48811423H,7EC48811423H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,764.75
7EC48811433H,7EC48811433H,7EC48811433H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,1009.24
7EC48811433HFUSE,7EC48811433HFUSE,7EC48811433HFUSE,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,2166.09
7EC48811440HDUO,7EC48811440HDUO,7EC48811440HDUO,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,7854.35
7EC48811440HTRI,7EC48811440HTRI,7EC48811440HTRI,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,10978.98
7EC48811463H3406,7EC48811463H3406,7EC48811463H3406,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,1338.44
7EC48811463H3675,7EC48811463H3675,7EC48811463H3675,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,2995.4
7EC48811501H,7EC48881501H,7EC48811501H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,576.58
7EC48811532H,7EC48811532H,7EC48811532H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,2059.98
7EC4881525F,QM04440,7EC4881525F,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,375.52
7EC4881762F,QM04500,7EC4881762F,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,2171
7EC4882155H,QM04620,7EC4882155H,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,2471.18
80055012020,80055012020,80055012020,Pall Corporation,Filter Element,Filter Element,,,180.0,150.0,10 GPM,,,,No,0,3.08
80055021625,80055021625,80055021625,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,2.78
800573,800573,800573,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,334
800662,800662,800662,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,366
800687002,800687002,800687002,AAF,Air Filter,Filter Roll 2in thick x 6ft wide x 65ft,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,"Water Treatment, Municipal, Industrial",No,0,141.39
800703,800703,800703,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,123
800826,800826,800826,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,192
800839,800839,800839,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,498
800849,800849,800849,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,225
800922,800922,800922,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,91
801154,801154,801154,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,354
801214,801214,801214,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,328
801232-000(CUSTNO204430),801232-000(CUSTNO204430),801232-000,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0,66135.01
801416,801416,801416,Rotex Global LLC,Screen Separator,Screen,0.3,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,320
8015,8015,8015,Rotex Global LLC,Screen Separator,Screen Frame,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,2062.4
801532,801532,801532,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,0
801670,801670,801670,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,1878
801675,801675,801675,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,220
801795,801795,801795,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,282
8018,8018,8018,Rotex Global LLC,Screen Separator,Screen Frame Assembly,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,2019.93
802434,802434,802434,Rotex Global LLC,Screen Separator,Screen 16 mesh,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,306
80255.011820,80255.011820,80255.011820,AAF,Air Filter,18x20/1 Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0,7.15
80255.021624,80255021624,80255021624,AAF,Air Filter,16x24x2 Air Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,"Manufacturing, Compressed Air Systems",No,0.0,0.0
80255.022024,80255022024,80255022024,AAF,Air Filter,Filter Element,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0.0,0.0
80255.022424,80255022424,80255022424,AAF,Air Filter,Filter Element,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0.0,0.0
80255.02699,80255.02699,80255.02699,AAF,Air Filter,22.25 x 28.625 x 2 Air Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,"Manufacturing, Compressed Air Systems",No,0,10.26
80255.042024,80255.042024,80255.042024,AAF,Air Filter,20 X 24 X 4 Air Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,"Manufacturing, Compressed Air Systems",No,0,87.65
80255.042424,80255042424,80255042424,AAF,Air Filter,Air Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,"Manufacturing, Compressed Air Systems",No,0.0,0.0
802785,802785,802785,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,290.7
803091,803091,803091,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,282
803474,803474,803474,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,350
803915,803915,803915,Rotex Global LLC,Screen Separator,"Screen, 304SS,5 Mesh .032 DIA",,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,178
804103,804103,804103,,Filter Element,Filter Element 316SS,,Stainless Steel,180.0,100.0,8 GPM,Absolute,,,No,0,24.64
8043202,804-3202,804-3202,,Filter Cartridge,Cartridge Filter,,,200.0,125.0,10 GPM,,,,No,0.0,0.0
804477,804477,804477,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,411
805038,805038,805038,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,268
8052-S,8052-S,8052-S,Shelco Filters,Filter Cartridge,V-Post for 30 in DOE Filter,,Various,180.0,75.0,10 GPM,Nominal,Shelco Filtration,,No,0,0
8067-22-0010B,8067-22-0010B,8067-22-0010B,Porvair Filtration Group,Sintered Metal Filter,SS Disc Filter,22,Sintered Metal,180.0,75.0,1-10 GPM,Absolute,,"Hydraulic Systems, Manufacturing",No,0,32.5
8072,8072,8072,Rotex Global LLC,Screen Separator,Wire Screen Frame Assembly,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,1610.5
807209,807209,807209,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,495
807433,807433,807433,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,130
807890,807890,807890,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,245
808353,808353,808353,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,240
808615,808615,808615,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,187
808696,808696,808696,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,144
809057,809057,809057,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,282
809401,809401,809401,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,860
809569,809569,809569,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,379
810-1-PE-75-P2SH,8101PE75P2SH,8101PE75P2SH,AJR Filtration,Filter Bag,Filter Bag,,Polypropylene,275.0,50.0,160 GPM,Nominal,,Multi-Industry,No,0.0,0.0
810002,810002,810002,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,751.27
810042,810042,810042,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,154
8102043430,8102043430,8102043430,Atlas Copco,Compressor/Filter,Water Separator,,,,250.0,,,Compressed Air,"Oil & Gas, Refinery, Water Treatment, Municipal, Industrial",No,0,655
8102045260,8102045260,8102045260,,Separator,Separator,,,,,,,,"Oil & Gas, Refinery",No,0,1409.7
8102260281,8102260281,8102260281,Atlas Copco,Compressor/Filter,"Filter Element, DD210+G11/2",,,,250.0,,,Compressed Air,,No,0,0
8102260307,8102260307,8102260307,Atlas Copco,Compressor/Filter,"Filter Element, DDP210+G11/2",,,,250.0,,,Compressed Air,,No,0,0
8102260737,8102260737,8102260737,Atlas Copco,Compressor/Filter,"Filter Element, PD210+NPT11/2",,,,250.0,,,Compressed Air,,No,0,0
7EC4900398FEAL2,7EC4900398FEAL2,7EC4900398FEAL2,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,1009.4
7EC4900447FEAL2,7EC4900447FEAL2,7EC4900447FEAL2,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,1745
7FOS2-316-2F-E,7FOS23162FE,7FOS23162FE,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,FOS Housing,Multi-Industry,No,0.0,0.0
7FOS2C3041.5TC75TCVD75TCGPB,7FOS2C3041.5TC75TCVD75TCGPB,7FOS2C3041.5TC75TCVD75TCGPB,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Hydraulic,Multi-Industry,No,0,1755.3
7FOS3C3041.5TCGPB,7FOS3C3041.5TCGPB,7FOS3C3041.5TCGPB,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Hydraulic,Multi-Industry,No,0,1327.68
7FOS4-316*HS-7FOS4-316-2TC,7FOS4-316-2TC,7FOS4-316-2TC,Shelco Filters,Filter Cartridge,Filter Housing,316,Various,180.0,75.0,10 GPM,Nominal,Hydraulic,Multi-Industry,No,0.0,0.0
7FOS4-316-2FNPT,7FOS43162FNPT,7FOS43162FNPT,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Hydraulic,Multi-Industry,No,0.0,0.0
7FOS4-3F*HS-7FOS4-3F,7FOS4-3F,7FOS4-3F,Shelco Filters,Filter Cartridge,Filter,,Various,180.0,75.0,10 GPM,Nominal,FOS Housing,Multi-Industry,No,0.0,0.0
7FOS4C-304-3F-B,7FOS4C-304-3F-B,7FOS4C-304-3F-B,Shelco Filters,Filter Cartridge,Filter Housing,304,Various,180.0,75.0,10 GPM,Nominal,FOS Housing,Multi-Industry,No,0,1548
7HFH62412F12852LTB,7HFH62412F12852LTB,7HFH62412F12852LTB,Accelerated Production,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,36822.51
7LGH2608F41000LTB,7LGH2608F41000LTB,7LGH2608F41000LTB,Duravalve,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0,0
7MAR2316L6FDC150/T911643000,QK01024,7MAR2316L6FDC150,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
7MCC1608F6316LTB,7MCC1606F6316LTB,7MCC1606F6316LTB,Accelerated Production,Filter Housing,Filter Housing,,,,,,,,Multi-Industry,No,0.0,0.0
7TKO1A2IP/T910599000,QK01050,7TKO1A2IP,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
7TKO1A2TC/T911260000,QK01060,7TKO1A2TC,Pall Corporation,Filter Housing,Filter Housing,,Various,180.0,75.0,15 GPM,Various,,Multi-Industry,No,0.0,0.0
7USF23162FSP377,7USF2SB316SP,7USF2SB316SP,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Shelco Filtration,Multi-Industry,No,0.0,0.0
7USF23162FSP472HS7USF23162FSP472,7USF23162F222UP1D75VGPSSP377,7USF23162F222UP1D75VGPSSP377,Shelco Filters,Filter Cartridge,Filter Housing,,Various,180.0,75.0,10 GPM,Nominal,Shelco Filtration,Multi-Industry,No,0.0,0.0
8-15-1.5P-1-150-CS-BS-PB-DP,8-15-1.5P-1-150-CS-BS-PB-DP,8-15-1.5P-1-150-CS-BS-PB-DP,Le Sac Corporation,Filter Bag,Bag Filter Housing,15,Polypropylene,275.0,50.0,100 GPM,Nominal,,"Hydraulic Systems, Manufacturing, Refinery",No,0,592.1
8-15-1.5SAN-1-150-6S-VS-PB-DP,8151.5SAN11506SVSPBDP,81515SAN11506SVSPBDP,AJR Filtration,Filter Bag,Bag Filter,,Polypropylene,275.0,50.0,100 GPM,Nominal,,Multi-Industry,No,0.0,0.0
8-15-2F-1-150-6S-BS-PB-DP,8152F11506SBSPBDP,8152F11506SBSPBDP,Le Sac Corporation,Filter Bag,Bag Filter Housing,,Polypropylene,275.0,50.0,100 GPM,Nominal,,Multi-Industry,No,0.0,0.0
8-15-BM-200,815BM200,815BM200,Le Sac Corporation,Filter Bag,Strainer Basket,,Polypropylene,275.0,50.0,100 GPM,Nominal,,"Chemical Processing, Multi-Industry",No,0.0,0.0
8-30-2F-1-150-CS-BS-PB-DP,8302F1150CSBSPBDP,8302F1150CSBSPBDP,Le Sac Corporation,Filter Bag,Filter Bag Housing,,Polypropylene,275.0,50.0,100 GPM,Nominal,,Multi-Industry,No,0.0,0.0
8-30-2P-*-150-C-B-S-PB,8302P*150CBSPB,8302P*150CBSPB,Rosedale Products,Filter Housing,Bag Filter Housing,,,,,,,,Multi-Industry,No,0.0,0.0
8-30-2SAN-1-150-6S-ES-PB-DP-SSLEG,8-30-2SAN-1-150-6S-ES-PB-DP-SSLEG,8-30-2SAN-1-150-6S-ES-PB-DP-SSLEG,FTC-Filtration Technology,Filter Cartridge,Filter Housing,2,Various,185.0,75.0,24 GPM,Absolute,"Water, Chemicals, Fuels, Acids, Solvents, Process Fluids","Hydraulic Systems, Aerospace, Military",No,0,2088.8
8-30-3F-1-150-6S-ES-PB-DP,8303F2150CSBSPBDP,8303F2150CSBSPBDP,Le Sac Corporation,Filter Bag,Filter Bag Housing,,Polypropylene,275.0,50.0,100 GPM,Nominal,,Multi-Industry,No,0.0,0.0
8-30-3F-1-150-6S-ES-PB-DP-6SLEGS,8303F11506SESPBDP6SLEGS,8303F11506SESPBDP6SLEGS,,Filter Housing,Filter Housing,3.0,,200.0,100.0,8 GPM,,Hydraulic,"Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0.0,0.0
8-30-3F-1-150-6S-ES-PB-DP-SSLEG,8-30-3F-1-150-6S-ES-PB-DP-SSLEG,8-30-3F-1-150-6S-ES-PB-DP-SSLEG,FTC-Filtration Technology,Filter Cartridge,Filter Housing,3,Various,185.0,75.0,24 GPM,Absolute,"Water, Chemicals, Fuels, Acids, Solvents, Process Fluids","Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0,2077.6
8-30-3F-1-150-6S-VS-PB-DP-SSLEG,8-30-3F-1-150-6S-VS-PB-DP-SSLEG,8-30-3F-1-150-6S-VS-PB-DP-SSLEG,FTC-Filtration Technology,Filter Cartridge,Filter Housing,3,Various,185.0,75.0,24 GPM,Absolute,"Water, Chemicals, Fuels, Acids, Solvents, Process Fluids","Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0,2887.5
8-30-3F-1-150-C276-V-S-PB,8-30-3F-2-150-C275-V-S-PB,8303F1150C276VSPB,FTC-Filtration Technology,Filter Cartridge,Filter Housing,3,Various,185.0,75.0,24 GPM,Absolute,"Water, Chemicals, Fuels, Acids, Solvents, Process Fluids","Hydraulic Systems, Aerospace, Military, Hydraulic Systems, Manufacturing",No,0.0,0.0
8-30-3F-1-150-S-V-S-P1/4-C-FJ,8303F1150SVSP1/4CFJ,8303F1150SVSP1/4CFJ,Rosedale Products,Filter Housing,Bag Filter Housing,,,,,,,,Multi-Industry,No,0.0,0.0
8-30-3F-2-150-CS-BS-PB-DP,8-30-3F-2-150-CS-BS-PB-DP,8-30-3F-2-150-CS-BS-PB-DP,Le Sac Corporation,Filter Bag,Filter Bag Housing,30,Polypropylene,275.0,50.0,100 GPM,Nominal,,"Hydraulic Systems, Manufacturing, Multi-Industry",No,0,1057
8-30-3F-2-150-CS-VS-PB-DP,8-30-3F-2-150-CS-VS-PB-DP,8-30-3F-2-150-CS-VS-PB-DP,Le Sac Corporation,Filter Bag,Filter Bag Housing,30,Polypropylene,275.0,50.0,100 GPM,Nominal,,"Hydraulic Systems, Manufacturing, Multi-Industry",No,0,1407
8-30-4F-1-150-CS-TEV-PB-DP,8304F1150CSTEVPBDP,8304F1150CSTEVPBDP,Le Sac Corporation,Filter Bag,Filter Housing,,Polypropylene,275.0,50.0,100 GPM,Nominal,,Multi-Industry,No,0.0,0.0
8-30-4F-2-150-4S-BSPB-DP,8304F21504SBSPBDP,8304F21504SBSPBDP,Le Sac Corporation,Filter Bag,Filter Housing,,Polypropylene,275.0,50.0,100 GPM,Nominal,,Multi-Industry,No,0.0,0.0
8-30-4F-2-150-CS-BS-PB-DP,8304F2150CSBSPBDP,8304F2150CSBSPBDP,Le Sac Corporation,Filter Bag,Filter Bag Housing,,Polypropylene,275.0,50.0,100 GPM,Nominal,,Multi-Industry,No,0.0,0.0
8-30-4F-4-150-CS-BS-PB-DP,8304F4150CSBSPBDP,8304F4150CSBSPBDP,Le Sac Corporation,Filter Bag,Filter Bag Housing,,Polypropylene,275.0,50.0,100 GPM,Nominal,,Multi-Industry,No,0.0,0.0
8-30-BM-200,830BM200,830BM200,Le Sac Corporation,Filter Bag,Filter Basket,,Polypropylene,275.0,50.0,100 GPM,Nominal,,"Chemical Processing, Multi-Industry",No,0.0,0.0
8-30-BM-50,830BM50,830BM50,Le Sac Corporation,Filter Bag,Basket Filter,,Polypropylene,275.0,50.0,100 GPM,Nominal,,"Chemical Processing, Multi-Industry",No,0.0,0.0
8-30-BM-60,830BM60,830BM60,Le Sac Corporation,Filter Bag,Filter Housing Basket,,Polypropylene,275.0,50.0,100 GPM,Nominal,,Multi-Industry,No,0.0,0.0
8-30-BM-80,830BM80,830BM80,Le Sac Corporation,Filter Bag,Basket Filter,,Polypropylene,275.0,50.0,100 GPM,Nominal,,"Chemical Processing, Multi-Industry",No,0.0,0.0
800002,800002,800002,Pall Corporation,Filter Element,Filter Element,,Various,180.0,75.0,15 GPM,Various,,,No,0,2363.37
80026-446-02,80026-446-02,80026-446-02,Koch Filter Corporation,Air Filter,Filter,446,,200.0,125.0,CFM rated,,Air/HVAC,Multi-Industry,No,0,112.63
800447002,800447002,800447002,AAF,Air Filter,Filter Roll 2in thick x 4ft wide x 65 ft,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,"Water Treatment, Municipal, Industrial",No,0,102.54
800483,800483,800483,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,484
800488,800488,800488,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,104
800538,800538,800538,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,173
80055.022424,80055022424,80055022424,AAF,Air Filter,Filter,,Synthetic,200.0,15.0,1000 CFM,MERV,Air/HVAC,,No,0.0,0.0
7002459,7002459,7002459,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,311
7002911,7002911,7002911,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,875.6
700301-000182,700301-000182,700301-000182,Amiad Filtration Systems,Screen Filter,Filter,,Screen/Disc,140.0,150.0,100 GPM,Nominal,Screen/Irrigation,Multi-Industry,No,0,38702.48
7003069,7003069,7003069,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,508.28
7003546,7003546,7003546,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,381
7003666,7003666,7003666,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,177
7003682,7003682,7003682,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,0
7003683,7003683,7003683,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,0
7003777,7003777,7003777,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,190
7003863,7003863,7003863,Rotex Global LLC,Screen Separator,"Screen, 304SS,12 Mesh .018 in DIA",,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,168
7004041,7004041,7004041,Rotex Global LLC,Screen Separator,Screen,,Screen/Mesh,200.0,50.0,10 GPM,Nominal,,Multi-Industry,No,0,647
